,Neighborhood,Latitude,Longitude,VenueID,VenueName,VenueLatitude,VenueLongitude,VenueCategory
36,Air Itam,5.4018648,100.2778327,4c9cf5789693236a620ecee1,Tunas Restaurant,5.393347683093151,100.27639338878161,Indian Restaurants
37,Air Itam,5.4018648,100.2778327,5103d06de4b051d6b6fc5362,Cafe Deli Miu,5.404854170012218,100.28417062826071,Asian Restaurants
38,Air Itam,5.4018648,100.2778327,53f45213498ebc79ba5b9caa,淼淼美食茶室,5.404802123988123,100.28418744157814,Coffee Shops
39,Air Itam,5.4018648,100.2778327,4cbb2a2990c9a143b33b93d6,Restaurant 1288 美食中心,5.392717484544001,100.27632261187306,Coffee Shops
40,Air Itam,5.4018648,100.2778327,4bcd30348920b71388829fdc,118 Cafe,5.406030943146877,100.28276330120697,Coffee Shops
41,Air Itam,5.4018648,100.2778327,4de358d9b0fb2671489b435c,Astaka Kampung Melayu,5.3996212162223465,100.2859546249129,Food Courts
42,Air Itam,5.4018648,100.2778327,4c92be58ebc99c74b637c0cf,Nasi Kandar Kampung Melayu,5.400352275703749,100.28422772884369,Halal Restaurants
43,Air Itam,5.4018648,100.2778327,4b77cecff964a52015ab2ee3,Keat Seng Restaurant (吉成餐室),5.404547,100.286598,Food Courts
44,Air Itam,5.4018648,100.2778327,4c9b0efb13de95213d27dd53,Penang Road Famous Teochew Chendul,5.396243159689115,100.28615470653189,Dessert Shops
45,Air Itam,5.4018648,100.2778327,4d6b9050790d3704af27e990,Reservoir Garden Lok Lok,5.40440669628792,100.2872610162047,Food Trucks
46,Air Itam,5.4018648,100.2778327,4f1ff4a1e4b0c30f8f420ca0,Seong Garden Café 菘花園茶室,5.4044806589840855,100.28697946218215,Coffee Shops
47,Air Itam,5.4018648,100.2778327,52170e6d11d2d54fda35babc,Asamu,5.396179729930852,100.28621784626216,Cafés
48,Air Itam,5.4018648,100.2778327,4cb9563276ad9c745ac9e5cb,Golden City Restaurant (金都飲食中心),5.4044948188968105,100.28678538334678,Coffee Shops
49,Air Itam,5.4018648,100.2778327,4d3c56d56e0aa1cda70fe22c,Lau Ee Home Kitchen,5.407652290825306,100.28326846395824,Seafood Restaurants
50,Balik Pulau,5.3482059,100.2274047,4ef0a1339a52cecf43253646,Mat Yoi Burger,5.346008273230463,100.2299526400338,Burger Joints
51,Balik Pulau,5.3482059,100.2274047,4d188af71356a0931f75e382,Restoran Yee Zou 宇宙茶餐室,5.351895,100.228,Chinese Restaurants
52,Balik Pulau,5.3482059,100.2274047,50ee0bc4e4b0eb13e2a08048,Roti Canai @ Pejabat Agama Daerah Barat Daya,5.349417237709967,100.23089433780527,Malay Restaurants
53,Balik Pulau,5.3482059,100.2274047,4c5ff4bccd522d7f42efcc3f,Yeh Lin Seafood Steamboat 椰林海鮮火鍋,5.351892038139056,100.22809169520389,Seafood Restaurants
54,Balik Pulau,5.3482059,100.2274047,50d1680de4b080ba185ef43a,浮罗包,5.343982541920255,100.22822257010216,Food Trucks
55,Balik Pulau,5.3482059,100.2274047,53d1f9eb498ec009411380a8,浮罗黑糖包,5.351390532217368,100.23004571436974,Food Trucks
56,Balik Pulau,5.3482059,100.2274047,4cee4d20b1466a31606fa8fe,Azlan Tomyam,5.345824906927801,100.22982711999859,Malay Restaurants
57,Balik Pulau,5.3482059,100.2274047,4f1c4a42e4b0bf762a1ec784,Anaqi Tomyam,5.346478041863188,100.23071545121135,Thai Restaurants
58,Balik Pulau,5.3482059,100.2274047,553caff1498e983c7f0d0c1a,Cafe Ko Cha Bi Balik Pulau 浮罗古早味,5.351496,100.235799,Cafés
59,Balik Pulau,5.3482059,100.2274047,4da04b16bcc4a0939c8d0cc9,香城海鲜 @ Seafood,5.351613,100.231337,Chinese Restaurants
60,Balik Pulau,5.3482059,100.2274047,50e13f81e4b01ebc66d52d9a,Kedai Makan Depan Shell,5.349419,100.22429,Indonesian Restaurants
61,Balik Pulau,5.3482059,100.2274047,4f8049b8e4b01e69d6c62714,de'waja,5.3486611707069605,100.22430813732277,Asian Restaurants
62,Balik Pulau,5.3482059,100.2274047,4e37d88bd22d4cf95ee47af3,KCV Fruit Stall,5.34955996,100.23374051,Food Courts
63,Balik Pulau,5.3482059,100.2274047,5aa76ee09e0d5469d34c7706,Half Acre Restaurant 半畝田甕窯雞,5.355745588358533,100.22765252325684,Chinese Restaurants
64,Balik Pulau,5.3482059,100.2274047,4e636716d164ddd5e62d0fbf,Boy 海鲜小食,5.342926840694695,100.22720184816889,Seafood Restaurants
65,Balik Pulau,5.3482059,100.2274047,573d3d58498e75b9b92a1d0b,G Taste 1818,5.352132,100.230407,Chinese Restaurants
66,Balik Pulau,5.3482059,100.2274047,4c78bb8c566db60c55bf420e,Kim's Laksa 金叻沙,5.351897,100.235715,Noodle Houses
67,Balik Pulau,5.3482059,100.2274047,56d65fc7cd104de188ca9bf3,Kedai Makan Sepakat Berkat,5.346202755595218,100.23006761422762,Asian Restaurants
68,Balik Pulau,5.3482059,100.2274047,4cfeee431ebe6dcbe1a37e91,Restoran Kalik,5.349491828581111,100.2333495943179,Malay Restaurants
69,Balik Pulau,5.3482059,100.2274047,4e526ae445ddae62fc80c114,OBJ / (Kak) Tini Tomyam,5.342180449789899,100.22568354616435,Asian Restaurants
70,Balik Pulau,5.3482059,100.2274047,4ddbc3bed4c009d3c58faf87,Balik Pulau Kim Kim,5.342861104049893,100.2272152031079,Coffee Shops
71,Balik Pulau,5.3482059,100.2274047,50077ab9e4b09bc7599ee294,Warung warisan ibunda,5.342758883585559,100.22746810152196,Asian Restaurants
72,Balik Pulau,5.3482059,100.2274047,4f5d3198e4b01014bb74d7ac,Pak Ku Roti Canai,5.3563280480483035,100.22736302255055,Coffee Shops
73,Balik Pulau,5.3482059,100.2274047,5928ea913af98844ffb853fe,Dragonfly Farm,5.33997,100.22731,Asian Restaurants
74,Balik Pulau,5.3482059,100.2274047,4e05c26352b165b7d7a35e1b,Restoran Nasi Kandar Habeeb,5.35063,100.235068,Malay Restaurants
75,Balik Pulau,5.3482059,100.2274047,4d69a9109bd6a143a5e262df,Yeh Lai Xiang (夜来香),5.35223879888964,100.23557012432131,Food
76,Balik Pulau,5.3482059,100.2274047,5a3e71d3d69ed02b01874977,Pak Bir Nasi Ayam,5.346924,100.23084,Mediterranean Restaurants
77,Balik Pulau,5.3482059,100.2274047,55867c7f498e7d009d7dfe89,Kedai Kak Mah,5.34924318469852,100.23273468017578,Malay Restaurants
78,Balik Pulau,5.3482059,100.2274047,4f4243b2e4b0193963f10c74,Nazary's Restaurant,5.346335,100.230555,American Restaurants
79,Balik Pulau,5.3482059,100.2274047,56015fc0498eb3a5e09bc8bd,Bukhari Mendi House,5.344749,100.229256,Afghan Restaurants
80,Balik Pulau,5.3482059,100.2274047,560e79a3498e5fba25bf548b,Fiza Home Cafe,5.35348589085604,100.22670057437188,Cafés
81,Balik Pulau,5.3482059,100.2274047,5aba224fcbcdee218dc8cd7d,Sultan Burger,5.3421764,100.225716,Burger Joints
82,Balik Pulau,5.3482059,100.2274047,4e7953f9aeb79f7dab6bb388,Restoran Muhibbah,5.350828830665918,100.2350116450783,Asian Restaurants
83,Balik Pulau,5.3482059,100.2274047,5a6b27ab16fa04628bb4afcc,"Bob’s Western Food, Burgers & Char Koay Teow",5.353837,100.22942,Halal Restaurants
84,Balik Pulau,5.3482059,100.2274047,51a000af498ea3d3d570b520,Warong Roti Canai Pak Ku Pejabat Agama,5.356332568344484,100.2272517017548,Malay Restaurants
85,Balik Pulau,5.3482059,100.2274047,4deac70db0fb8293f7deef72,逸春茶窆,5.351656241343533,100.23543324181067,Coffee Shops
86,Balik Pulau,5.3482059,100.2274047,5182ea7f498e2533326d72a6,Restoran Roundaboard,5.3506367393017555,100.23491272051704,Malay Restaurants
87,Balik Pulau,5.3482059,100.2274047,599434922955130365c052db,Peter Boy Seafood,5.351673,100.235045,Seafood Restaurants
88,Balik Pulau,5.3482059,100.2274047,54ffea02498ece66e6579aa0,浮羅三輪車包點（黑糖包）,5.351785,100.235637,Dumpling Restaurants
89,Balik Pulau,5.3482059,100.2274047,4ed24b6a93ad987b4f48d3ea,Burger Mat.e,5.351841119156575,100.23547906485567,Burger Joints
90,Balik Pulau,5.3482059,100.2274047,55b315b0498e0739eed72b70,"288 durian stall, Balik Pulau",5.343155194799718,100.2277079355386,Food Trucks
91,Balik Pulau,5.3482059,100.2274047,4ded71cc8877aa0c3c9fd372,阿春鸡饭店,5.351592616182938,100.23541681592657,Cafés
92,Balik Pulau,5.3482059,100.2274047,5a8065e2cad1b66c53303dee,Aisyah Cafe,5.340795,100.229932,Malay Restaurants
93,Balik Pulau,5.3482059,100.2274047,4ec84de261af9e1430c90c2e,Three Two Food Court 宇宙海鮮茶餐室,5.352454464089427,100.23633667010255,Food Courts
94,Balik Pulau,5.3482059,100.2274047,50d53075e4b05909f40d4aca,Gerai makan bawah khemah,5.345292955407415,100.23537848887548,Malay Restaurants
95,Balik Pulau,5.3482059,100.2274047,599433f182644441b081f9c3,Bp Views Kopitiam,5.351622,100.235097,Chinese Breakfast Places
96,Balik Pulau,5.3482059,100.2274047,5ac72075f4b5250c9007f679,2F+ Coffee Roastery@Balik Pulau,5.350342,100.236923,Cafés
97,Balik Pulau,5.3482059,100.2274047,55166530498e5fd57d882689,老家乡饮食中心,5.351643,100.235127,Asian Restaurants
98,Batu Ferringhi,5.4682573,100.2503291,4cb5b2711b0af04d45f2ca25,Ajid Cafe,5.470811008449931,100.24571337804825,Malay Restaurants
99,Batu Ferringhi,5.4682573,100.2503291,56780e76498e015ee0dc315b,Apom Balik Station,5.472454628049679,100.24703237508038,Snack Places
100,Batu Ferringhi,5.4682573,100.2503291,4f7e8e740cd67eb9fc1cc630,Ferringhi Coffee Garden,5.470615977870373,100.24538536536336,Cafés
101,Batu Ferringhi,5.4682573,100.2503291,4e5caf49c65b58cf21fa6453,Guan Guan Restaurant,5.470789821450019,100.24560920661457,Asian Restaurants
102,Batu Ferringhi,5.4682573,100.2503291,563f1b9acd10dfa5288d0c78,Boost Juice Bars @Holiday Inn Resort Penang,5.476746527052499,100.25124729798573,Juice Bars
103,Batu Ferringhi,5.4682573,100.2503291,4bc061e9920eb71336d7182c,Ferringhi Garden Restaurant,5.470590061991515,100.24529546223683,Seafood Restaurants
104,Batu Ferringhi,5.4682573,100.2503291,55575179498e54e295035325,Boost Juice Bar,5.472891683466069,100.24727000616407,Juice Bars
107,Batu Ferringhi,5.4682573,100.2503291,4c667add9cb82d7fffac90d2,Tamarind Brasserie,5.472463105433173,100.24575579563351,Restaurants
108,Batu Ferringhi,5.4682573,100.2503291,5682489f498ebdd3fb1d9b59,Subway,5.475513199816958,100.25168905131368,Sandwich Places
109,Batu Ferringhi,5.4682573,100.2503291,4cfa43b27945224bd6ee7ee7,Lebanon Restaurant,5.473880526029102,100.24834441665848,Middle Eastern Restaurants
110,Batu Ferringhi,5.4682573,100.2503291,4bd192fc046076b0f0ff7171,The Ship,5.47384548207537,100.24758280284667,Steakhouses
111,Batu Ferringhi,5.4682573,100.2503291,4cc2d3b582388cfa15036335,Golden Thai Seafood Village,5.473901863071613,100.24703903278123,Seafood Restaurants
112,Batu Ferringhi,5.4682573,100.2503291,5556aea0498ebc63865e7ba1,Starbucks,5.473466610690679,100.24706619854379,Coffee Shops
113,Batu Ferringhi,5.4682573,100.2503291,4bfe5f1ff7c82d7f71718f04,Sigi's Bar & Grill on The Beach,5.4771763154380215,100.25141262927028,Bars
114,Batu Ferringhi,5.4682573,100.2503291,4bbc2010e436ef3b20445664,Pizzeria,5.468295426944092,100.2414435979808,Pizza Places
115,Batu Ferringhi,5.4682573,100.2503291,509fc0eee4b0383a0ebbd73c,Tempat Berasap,5.469332397313307,100.24478006117593,Southern / Soul Food Restaurants
116,Batu Ferringhi,5.4682573,100.2503291,5a21ff7f09e2836fcd93181a,Cinammon Asian Kitchen,5.4722980480450545,100.24570098990576,Asian Restaurants
117,Batu Ferringhi,5.4682573,100.2503291,5d0e352a3221cb00302d2022,Napoli Bistro,5.474356,100.248827,Bistros
118,Batu Ferringhi,5.4682573,100.2503291,4c7a3d022d3ba14318c190d0,Beach Corner Seafood,5.47453774435122,100.24774768206106,Asian Restaurants
119,Batu Ferringhi,5.4682573,100.2503291,4dbcc02b43a1d8504b9581e8,Terrace Cafe,5.473296502331241,100.24671409808045,Coffee Shops
120,Batu Ferringhi,5.4682573,100.2503291,4d5a38f8e092a35d9172080c,Omar Al Khayyam,5.474440860162016,100.24900695983892,Middle Eastern Restaurants
121,Batu Ferringhi,5.4682573,100.2503291,4fc77ac7e4b0ae4a36d6ac28,Zarie Famous Laksa,5.475108606714687,100.25282482458493,Asian Restaurants
122,Batu Ferringhi,5.4682573,100.2503291,50e07bb8e4b0bc86ae6424bc,I Love U Cafe,5.4748528978085345,100.24948459533442,Cafés
123,Batu Ferringhi,5.4682573,100.2503291,55f03c58498e6f8b7290eb2c,Andrew's Kampung,5.476394414561435,100.25214780789335,Chinese Restaurants
124,Batu Ferringhi,5.4682573,100.2503291,54c38292498ec7a743293186,Juan Tomyam & Seafood,5.475603214347313,100.25223338072028,Asian Restaurants
125,Batu Ferringhi,5.4682573,100.2503291,59fe9c4da2c00b25f6bcace3,Rubin Mardini,5.474054,100.248419,Middle Eastern Restaurants
126,Batu Ferringhi,5.4682573,100.2503291,4dbf82a95da386e218b37967,Boatman Restaurant,5.469864490603614,100.24481341423434,Chinese Restaurants
127,Batu Ferringhi,5.4682573,100.2503291,4cb8798f035d236ac94bcd4e,Long Beach Cafe (Food Court),5.475038029296394,100.2499529679776,Food Courts
128,Batu Ferringhi,5.4682573,100.2503291,5710eef2cd103d006cf77c6f,d'syekira tomyam,5.471868,100.244167,Thai Restaurants
129,Batu Ferringhi,5.4682573,100.2503291,4c4a3d30bad7a593e8ea12aa,Starz Diner,5.467431683090836,100.24155605360738,Diners
130,Batu Ferringhi,5.4682573,100.2503291,52a9c1e3498effb7b3aa4d1b,Bistro Mormor,5.47583036235746,100.25147730149821,Eastern European Restaurants
131,Batu Ferringhi,5.4682573,100.2503291,4e6b7477b0fb8b8a84a40169,Shiebam Hadramout Restaurant,5.4756970353393415,100.25091182658122,Middle Eastern Restaurants
132,Batu Ferringhi,5.4682573,100.2503291,57271b02cd1040df67671264,Restoran Garden D' Syrian,5.475042534590509,100.25025062295359,Pakistani Restaurants
133,Batu Ferringhi,5.4682573,100.2503291,4d70e648419da35dda300cd8,Hafiz Tomyam Bt Feringghi,5.468537597937358,100.24370214274816,Asian Restaurants
134,Batu Ferringhi,5.4682573,100.2503291,56a6fba5498e18f69d9b3516,Little Joe Cafe,5.475380186583778,100.2522823184635,Cafés
135,Batu Ferringhi,5.4682573,100.2503291,50c2d2ace4b070f4c1bae406,Restaurant Power-Up,5.475136894374856,100.25063395818606,Malay Restaurants
136,Batu Ferringhi,5.4682573,100.2503291,57f389d2498e9cc2d4d1cb12,Ferringhi Food Paradise,5.474755,100.249186,Seafood Restaurants
137,Batu Ferringhi,5.4682573,100.2503291,4bdab143c79cc928e3687fe9,Garden Cafe,5.476990109167503,100.25134350054327,Cafés
138,Batu Ferringhi,5.4682573,100.2503291,54b4a465498ebacc93b3f95e,Danish Briyani House,5.476020656397542,100.25221245618035,Pakistani Restaurants
139,Batu Ferringhi,5.4682573,100.2503291,4c775edcf2473704a10a66eb,Enca Cafe,5.466513548272974,100.24181375370978,Italian Restaurants
140,Batu Ferringhi,5.4682573,100.2503291,56473a85498efd91fce72286,Pak Mid Cafe,5.466875801472298,100.24207170400624,Cafés
141,Batu Ferringhi,5.4682573,100.2503291,50b973dbe4b026fe4ae61381,Mai Sayang Corner,5.474005424943672,100.25561198961888,Malay Restaurants
142,Batu Ferringhi,5.4682573,100.2503291,4d0dad21eea9b60c5a01603f,快樂園菜館,5.468919526669153,100.24461030937469,Hainan Restaurants
143,Batu Ferringhi,5.4682573,100.2503291,4dfc986852b18923030c8aab,Uncle Zack By The Beach,5.4730572372986765,100.24597769180605,Cafés
144,Batu Ferringhi,5.4682573,100.2503291,4c6ba81896eaa5936de622df,Golden River Restaurant,5.474707175897935,100.25302592231897,Asian Restaurants
145,Batu Ferringhi,5.4682573,100.2503291,4cd3b1a8793d224b79604a10,Nasi Campur Umi,5.475320436453649,100.25265825328839,Malay Restaurants
146,Batu Ferringhi,5.4682573,100.2503291,4c1ca8d863750f4778dfb667,Restoran Khaleel,5.474898216540459,100.25296077758038,Indian Restaurants
147,Batu Ferringhi,5.4682573,100.2503291,55adc896498e9bbca892ace2,Beach Cafe,5.476946,100.250472,Cafés
148,Batu Kawan,5.2625962,100.4304555,58316a11ed0a3259e6568446,"Roti Pak Arab, Bandar Cassia, Batu Kawan",5.262781,100.430037,Food Stands
149,Batu Kawan,5.2625962,100.4304555,57b03525498e68c2f54c1b5b,Nazri Cendol & Laksa Jeti,5.263172,100.43041,Dessert Shops
150,Batu Kawan,5.2625962,100.4304555,57b03606cd10be935b23b927,Nazri Cendol,5.263172,100.430408,Dessert Shops
151,Batu Kawan,5.2625962,100.4304555,58803fc52980db02f6004b78,Apam Balik Sentap,5.263088,100.430435,Snack Places
152,Batu Kawan,5.2625962,100.4304555,5aadf47458aa7f5afd730f47,Nasi Kukus Ayam Berempah Mamu,5.263165,100.431691,Food Stands
153,Batu Kawan,5.2625962,100.4304555,5709bcde498e3d3dfd6e32ea,益盛江南小吃馆,5.2623515,100.42924,Asian Restaurants
154,Batu Kawan,5.2625962,100.4304555,5858d4d654073d613f225530,Laksa Kebabom,5.26311,100.43056,Noodle Houses
155,Batu Kawan,5.2625962,100.4304555,5275346b11d262de71b5bd68,Kedai Mek Kelate,5.268813262783615,100.43527416462788,Thai Restaurants
156,Batu Kawan,5.2625962,100.4304555,56d4195f498ee7a1a7a202fa,Laksa Roundabout,5.26859,100.434114,Food Stands
157,Batu Kawan,5.2625962,100.4304555,536e10d0498e14346ec0fd76,Restoren Yen Batu Kawan,5.2644295744466785,100.43440714773249,Seafood Restaurants
158,Batu Kawan,5.2625962,100.4304555,56f1240d498ef5c001431b06,Nasi Arab Batu Kawan,5.2690144,100.4356,Food Stands
159,Batu Kawan,5.2625962,100.4304555,5121ab33e4b0a73242cf9005,Food Court Stadium Batu Kawan,5.263341239583539,100.43605592213294,Asian Restaurants
160,Batu Kawan,5.2625962,100.4304555,4d5536af611aa35d131b3239,Mak Su Enterprise,5.268709892499788,100.43485711749355,Restaurants
161,Batu Kawan,5.2625962,100.4304555,52dfb1c811d2d7a888ad21d7,Restaurant Mataam Seafood,5.268835436704184,100.43538840396242,Thai Restaurants
162,Batu Kawan,5.2625962,100.4304555,4d0604c954d0236a9f13f7d5,Yen Seafood (燕海鲜餐厅),5.264093903691342,100.4226413541724,Seafood Restaurants
163,Batu Kawan,5.2625962,100.4304555,5a8ad096a6fe4d7b5d609359,K & S Cempaka,5.2707086,100.430565,Food Stands
164,Batu Kawan,5.2625962,100.4304555,4da857e44df0af29b70b0cb1,Restoran Tomyam Sri Murni,5.268837505934132,100.43525221473098,Restaurants
165,Batu Kawan,5.2625962,100.4304555,599fc05765cdf87697695695,Goreng Pisang Cik Ta,5.259118067968014,100.42842605411002,Food Trucks
166,Batu Kawan,5.2625962,100.4304555,4d78829bb706224b53052a8d,Mee Udang Batu Kawan,5.2633168088913065,100.43612675968077,Malay Restaurants
167,Batu Kawan,5.2625962,100.4304555,596f71445455b21b55edc9fa,Burger Stadium Batu Kawan,5.264314,100.434616,Food Stands
168,Batu Kawan,5.2625962,100.4304555,59def0eb588e36087455ee26,Nasi Dalca,5.2544827,100.43374,Malay Restaurants
169,Batu Kawan,5.2625962,100.4304555,55db2382498e3cdb52aa4ae2,Herry burger,5.259177451680538,100.42129864148994,Food Trucks
170,Batu Kawan,5.2625962,100.4304555,558685db498e38592bd134a8,bazar ramadhan batu kawan,5.267405991657248,100.43737040421489,Food Trucks
171,Batu Kawan,5.2625962,100.4304555,595d7ba5e1f0aa6266894257,Kedai Atap,5.2688885,100.43571,Malay Restaurants
172,Batu Kawan,5.2625962,100.4304555,59e82fa4e1f0aa7683018f8b,Husna Malindo,5.2569137,100.42079,Indonesian Restaurants
173,Batu Kawan,5.2625962,100.4304555,4dae651293a0096fba9f8cbf,Kak Sah nasi campur pokok ceri,5.2688612717636305,100.43569670117674,Malay Restaurants
174,Batu Kawan,5.2625962,100.4304555,51d4118f498efe84801a0c1b,AGGRO BOSS BURGER,5.264146823390264,100.42256606193773,Burger Joints
175,Batu Kawan,5.2625962,100.4304555,52ec518c498ed6d47426f877,Din Roti Canai,5.2687375246334325,100.43488204479218,Breakfast Spots
176,Batu Kawan,5.2625962,100.4304555,4dc131081838710f4376cb9c,warung makan bersila,5.271400114833415,100.4351040530656,Coffee Shops
177,Batu Lanchang,5.3833333,100.3,4e07fe61a809495e619ca005,Genting Chee Cheong Fan (雲頂茶室豬腸粉),5.3832233771992595,100.3040267193428,Food Trucks
178,Batu Lanchang,5.3833333,100.3,4b7a3836f964a520ae262fe3,Genting Cafe (雲頂餐室) (Kafe Genting),5.382989643284808,100.30394671398074,Coffee Shops
179,Batu Lanchang,5.3833333,100.3,4caab39214c337044e63e43b,Ti Shen Fresh Soyabean Milk & Beancurd,5.382873282960138,100.30389632764937,Dessert Shops
180,Batu Lanchang,5.3833333,100.3,4d19eff0e190721e35f62c21,Bihun Singapore Sg. Pinang,5.404837174505236,100.32615567149931,Food Trucks
181,Batu Lanchang,5.3833333,100.3,5930bde935dfa7668c62a6bb,O & N Cafe,5.385987225561484,100.30421197503448,Asian Restaurants
182,Batu Lanchang,5.3833333,100.3,5c2d51a767e5f2002cb5b7ec,有一间茶楼 Yao Ya Gan DIM SUM,5.387197,100.30612,Dim Sum Restaurants
183,Batu Lanchang,5.3833333,100.3,4f7a8558e4b0bd4c7bcb291d,Mua Chi,5.382949656763019,100.30395269393921,Food Stands
184,Batu Lanchang,5.3833333,100.3,58422d772b04f8672560e781,Heng Lee Cafe,5.382598265530564,100.30400617123674,Asian Restaurants
185,Batu Lanchang,5.3833333,100.3,4bc16a5b2a89ef3b1368f288,Domino's Pizza,5.378824170560137,100.30281223269833,Pizza Places
